dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,33.729570,87.416368,29.049065,10.826101,-0.157228,-0.234270,5.997610
0.020000,33.937210,87.355198,29.265527,10.823125,-0.148819,0.420458,5.995781
0.020000,34.144676,87.293668,29.481926,10.819913,-0.160607,-0.589401,5.993959
0.020000,34.351972,87.231778,29.698264,10.816894,-0.150935,0.483621,5.992144
0.020000,34.559095,87.169531,29.914538,10.813714,-0.159013,-0.403921,5.990336
0.020000,34.766045,87.106928,30.130749,10.810574,-0.156990,0.101153,5.988534
0.020000,34.972822,87.043971,30.346899,10.807461,-0.155629,0.068069,5.986740
0.020000,35.179425,86.980663,30.562983,10.804211,-0.162522,-0.344644,5.984953
0.020000,35.385855,86.917005,30.779006,10.801157,-0.152681,0.492036,5.983173
0.020000,35.592110,86.853000,30.994964,10.797880,-0.163868,-0.559378,5.981399
0.020000,35.798191,86.788648,31.210858,10.794730,-0.157503,0.318265,5.979633
0.020000,36.004097,86.723953,31.426688,10.791506,-0.161173,-0.183490,5.977875
0.020000,36.209827,86.658916,31.642453,10.788257,-0.162479,-0.065312,5.976123
0.020000,36.415382,86.593538,31.858155,10.785086,-0.158570,0.195452,5.974378
0.020000,36.620760,86.527823,32.073790,10.781769,-0.165835,-0.363258,5.972641
0.020000,36.825964,86.461772,32.289362,10.778596,-0.158625,0.360541,5.970911
0.020000,37.030990,86.395387,32.504868,10.775284,-0.165604,-0.348954,5.969188
0.020000,37.235839,86.328669,32.720309,10.772023,-0.163042,0.128103,5.967472
0.020000,37.440512,86.261621,32.935684,10.768756,-0.163354,-0.015628,5.965764
0.020000,37.645007,86.194246,33.150992,10.765417,-0.166978,-0.181176,5.964063
0.020000,37.849326,86.126544,33.366236,10.762187,-0.161503,0.273722,5.962369
0.020000,38.053467,86.058517,33.581412,10.758818,-0.168418,-0.345764,5.960683
0.020000,38.257430,85.990169,33.796523,10.755536,-0.164094,0.216244,5.959004
0.020000,38.461215,85.921500,34.011567,10.752193,-0.167160,-0.153323,5.957332
0.020000,38.664822,85.852512,34.226544,10.748843,-0.167493,-0.016646,5.955668
0.020000,38.868252,85.783208,34.441454,10.745530,-0.165648,0.092236,5.954012
0.020000,39.071502,85.713590,34.656297,10.742132,-0.169928,-0.213999,5.952362
0.020000,39.274575,85.643659,34.871073,10.738821,-0.165538,0.219513,5.950721
0.020000,39.477469,85.573418,35.085782,10.735419,-0.170100,-0.228091,5.949086
0.020000,39.680184,85.502869,35.300423,10.732051,-0.168411,0.084425,5.947459
0.020000,39.882721,85.432012,35.514996,10.728672,-0.168923,-0.025591,5.945840
0.020000,40.085078,85.360852,35.729501,10.725255,-0.170858,-0.096731,5.944228
0.020000,40.287258,85.289388,35.943939,10.721893,-0.168098,0.138008,5.942624
0.020000,40.489258,85.217624,36.158308,10.718456,-0.171869,-0.188574,5.941028
0.020000,40.691080,85.145561,36.372609,10.715063,-0.169655,0.110696,5.939439
0.020000,40.892722,85.073201,36.586842,10.711634,-0.171422,-0.088342,5.937857
0.020000,41.094186,85.000547,36.801006,10.708202,-0.171613,-0.009553,5.936283
0.020000,41.295471,84.927600,37.015102,10.704784,-0.170904,0.035431,5.934717
0.020000,41.496577,84.854362,37.229128,10.701325,-0.172954,-0.102474,5.933159
0.020000,41.697504,84.780835,37.443086,10.697902,-0.171160,0.089710,5.931608
0.020000,41.898252,84.707021,37.656975,10.694437,-0.173228,-0.103419,5.930065
0.020000,42.098822,84.632922,37.870795,10.690984,-0.172649,0.028965,5.928529
0.020000,42.299213,84.558540,38.084545,10.687524,-0.173007,-0.017896,5.927001
0.020000,42.499426,84.483877,38.298226,10.684049,-0.173771,-0.038227,5.925481
0.020000,42.699460,84.408935,38.511838,10.680587,-0.173084,0.034359,5.923969
0.020000,42.899315,84.333716,38.725380,10.677101,-0.174308,-0.061217,5.922464
0.020000,43.098993,84.258221,38.938852,10.673623,-0.173913,0.019748,5.920967
0.020000,43.298492,84.182453,39.152255,10.670133,-0.174476,-0.028116,5.919478
0.020000,43.497813,84.106414,39.365588,10.666641,-0.174613,-0.006878,5.917997
0.020000,43.696956,84.030106,39.578851,10.663145,-0.174815,-0.010076,5.916523
0.020000,43.895922,83.953530,39.792044,10.659644,-0.175013,-0.009889,5.915057
0.020000,44.094710,83.876688,40.005166,10.656137,-0.175364,-0.017563,5.913599
0.020000,44.293321,83.799583,40.218219,10.652629,-0.175375,-0.000579,5.912149
0.020000,44.491754,83.722216,40.431201,10.649116,-0.175666,-0.014518,5.910706
0.020000,44.690011,83.644590,40.644113,10.645597,-0.175960,-0.014724,5.909271
0.020000,44.888091,83.566705,40.856955,10.642084,-0.175663,0.014840,5.907845
0.020000,45.085994,83.488565,41.069726,10.638548,-0.176790,-0.056326,5.906426
0.020000,45.283720,83.410171,41.282427,10.635031,-0.175850,0.046988,5.905014
0.020000,45.481271,83.331525,41.495056,10.631493,-0.176894,-0.052173,5.903611
0.020000,45.678646,83.252629,41.707616,10.627961,-0.176577,0.015836,5.902216
0.020000,45.875845,83.173484,41.920104,10.624431,-0.176543,0.001686,5.900828
0.020000,46.072869,83.094093,42.132522,10.620878,-0.177615,-0.053596,5.899448
0.020000,46.269717,83.014458,42.344869,10.617354,-0.176226,0.069474,5.898076
0.020000,46.466391,82.934580,42.557145,10.613788,-0.178267,-0.102069,5.896712
0.020000,46.662891,82.854461,42.769350,10.610254,-0.176717,0.077518,5.895356
0.020000,46.859216,82.774104,42.981484,10.606702,-0.177595,-0.043907,5.894008
0.020000,47.055367,82.693510,43.193547,10.603143,-0.177946,-0.017557,5.892668
0.020000,47.251345,82.612681,43.405539,10.599610,-0.176680,0.063312,5.891335
0.020000,47.447149,82.531619,43.617459,10.596022,-0.179367,-0.134388,5.890011
0.020000,47.642780,82.450325,43.829309,10.592490,-0.176624,0.137190,5.888694
0.020000,47.838239,82.368803,44.041087,10.588914,-0.178792,-0.108437,5.887385
0.020000,48.033526,82.287053,44.252795,10.585357,-0.177830,0.048105,5.886085
0.020000,48.228641,82.205077,44.464431,10.581805,-0.177605,0.011266,5.884792
0.020000,48.423583,82.122878,44.675995,10.578217,-0.179406,-0.090054,5.883507
0.020000,48.618356,82.040456,44.887489,10.574683,-0.176726,0.134008,5.882230
0.020000,48.812957,81.957815,45.098910,10.571080,-0.180113,-0.169348,5.880961
0.020000,49.007388,81.874956,45.310261,10.567534,-0.177313,0.139976,5.879699
0.020000,49.201649,81.791880,45.521540,10.563961,-0.178679,-0.068277,5.878446
0.020000,49.395740,81.708590,45.732748,10.560380,-0.179027,-0.017382,5.877201
0.020000,49.589663,81.625087,45.943885,10.556839,-0.177060,0.098320,5.875963
0.020000,49.783416,81.541373,46.154949,10.553221,-0.180882,-0.191117,5.874734
0.020000,49.977001,81.457451,46.365943,10.549686,-0.176764,0.205904,5.873513
0.020000,50.170418,81.373321,46.576864,10.546088,-0.179880,-0.155759,5.872299
0.020000,50.363668,81.288986,46.787715,10.542523,-0.178272,0.080360,5.871093
0.020000,50.556752,81.204448,46.998494,10.538962,-0.178061,0.010588,5.869896
0.020000,50.749668,81.119708,47.209201,10.535357,-0.180232,-0.108551,5.868706
0.020000,50.942419,81.034768,47.419838,10.531824,-0.176650,0.179096,5.867524
0.020000,51.135003,80.949630,47.630402,10.528200,-0.181186,-0.226828,5.866350
0.020000,51.327423,80.864295,47.840895,10.524657,-0.177186,0.200026,5.865184
0.020000,51.519678,80.778767,48.051316,10.521073,-0.179191,-0.100245,5.864027
0.020000,51.711769,80.693045,48.261666,10.517488,-0.179233,-0.002136,5.862877
0.020000,51.903697,80.607133,48.471945,10.513947,-0.177064,0.108490,5.861734
0.020000,52.095460,80.521032,48.682151,10.510319,-0.181379,-0.215755,5.860600
0.020000,52.287062,80.434743,48.892287,10.506791,-0.176408,0.248544,5.859474
